Id,Rarity Score,Attribute Count,Punk Type,Full Type,Hair,Eyes,Facial Hair,Blemishes,Neck Accessory,Mouth Prop,Mouth,Nose,Ears
8729,83.55,3,Male,Male-Dark,Hoodie,Nerd Glasses,NONE,NONE,NONE,Cigarette,NONE,NONE,NONE
8730,77.85,3,Male,Male-Dark,Stringy Hair,NONE,Normal Beard,NONE,NONE,NONE,NONE,NONE,Earring
8731,222.26,3,Female,Female-Light,Tiara,NONE,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,Earring
8732,185.64,3,Female,Female-Dark,Dark Hair,Classic Shades,NONE,Spots,NONE,NONE,NONE,NONE,NONE
8733,212.88,2,Female,Female-Dark,Wild White Hair,Welding Goggles,NONE,NONE,NONE,NONE,NONE,NONE,NONE
8734,105.82,3,Male,Male-Mid,Bandana,Eye Mask,Normal Beard Black,NONE,NONE,NONE,NONE,NONE,NONE
8735,93.98,2,Male,Male-Albino,Cap,NONE,Mustache,NONE,NONE,NONE,NONE,NONE,NONE
8736,61.94,2,Female,Female-Light,Messy Hair,Nerd Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
8737,96.71,3,Male,Male-Light,Mohawk Dark,NONE,Shadow Beard,NONE,NONE,Vape,NONE,NONE,NONE
8738,272.29,2,Male,Male-Dark,Beanie,Clown Eyes Green,NONE,NONE,NONE,NONE,NONE,NONE,NONE
8739,70.48,2,Male,Male-Albino,Messy Hair,Regular Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
8740,64.94,3,Male,Male-Mid,Mohawk Thin,Eye Patch,NONE,NONE,NONE,NONE,NONE,NONE,Earring
8741,126.06,4,Male,Male-Mid,Police Cap,Horned Rim Glasses,Normal Beard,NONE,NONE,NONE,NONE,NONE,Earring
8742,106.48,2,Female,Female-Mid,NONE,Eye Mask,NONE,NONE,NONE,Cigarette,NONE,NONE,NONE
8743,112.03,2,Male,Male-Mid,Clown Hair Green,Clown Eyes Blue,NONE,NONE,NONE,NONE,NONE,NONE,NONE
8744,108.76,2,Female,Female-Mid,Clown Hair Green,Horned Rim Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
8745,144.4,3,Female,Female-Mid,Straight Hair Blonde,Purple Eye Shadow,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
8746,117.87,3,Female,Female-Dark,Tassle Hat,Clown Eyes Green,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
8747,141.01,3,Female,Female-Mid,Straight Hair Dark,Blue Eye Shadow,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
8748,155.21,3,Male,Male-Light,Headband,NONE,Mustache,Rosy Cheeks,NONE,NONE,NONE,NONE,NONE
8749,102.65,3,Female,Female-Light,Frumpy Hair,NONE,NONE,NONE,NONE,Cigarette,NONE,Clown Nose,NONE
8750,278.71,3,Female,Female-Albino,Orange Side,NONE,NONE,Rosy Cheeks,NONE,NONE,Black Lipstick,NONE,NONE
8751,87.43,2,Male,Male-Dark,Do-rag,NONE,Normal Beard,NONE,NONE,NONE,NONE,NONE,NONE
8752,265.09,2,Male,Male-Dark,Beanie,Regular Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
8753,300.44,5,Male,Male-Mid,Cap Forward,Horned Rim Glasses,Front Beard Dark,NONE,NONE,NONE,Buck Teeth,NONE,Earring
8754,95.66,3,Male,Male-Light,Cap Forward,NONE,Mustache,NONE,NONE,NONE,NONE,NONE,Earring
8755,63.87,2,Female,Female-Mid,Mohawk Thin,Horned Rim Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
8756,154.31,3,Male,Male-Light,Peak Spike,Small Shades,NONE,Rosy Cheeks,NONE,NONE,NONE,NONE,NONE
8757,169.36,3,Female,Female-Light,Pigtails,NONE,NONE,NONE,NONE,Vape,NONE,NONE,Earring
8758,63.81,3,Male,Male-Mid,Mohawk Dark,Classic Shades,NONE,NONE,NONE,NONE,NONE,NONE,Earring
8759,121.09,3,Female,Female-Light,Blonde Short,Big Shades,NONE,NONE,NONE,NONE,NONE,NONE,Earring
8760,124.83,3,Female,Female-Dark,Wild Blonde,Regular Shades,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
8761,116.23,4,Male,Male-Light,Cap,Regular Shades,Front Beard Dark,NONE,NONE,Cigarette,NONE,NONE,NONE
8762,115.09,3,Male,Male-Light,Mohawk Thin,NONE,Handlebars,NONE,NONE,Vape,NONE,NONE,NONE
8763,85.8,2,Female,Female-Dark,Headband,NONE,NONE,NONE,NONE,Vape,NONE,NONE,NONE
8764,155.95,3,Female,Female-Dark,Straight Hair,Green Eye Shadow,NONE,NONE,NONE,Pipe,NONE,NONE,NONE
8765,108.76,2,Female,Female-Mid,Straight Hair Dark,Horned Rim Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
8766,140.77,3,Female,Female-Dark,Blonde Bob,Classic Shades,NONE,NONE,NONE,Pipe,NONE,NONE,NONE
8767,134.94,4,Female,Female-Light,Wild White Hair,Horned Rim Glasses,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,Earring
8768,103.4,3,Male,Male-Dark,Stringy Hair,VR,Luxurious Beard,NONE,NONE,NONE,NONE,NONE,NONE
8769,78.08,2,Female,Female-Albino,Mohawk Dark,NONE,NONE,Mole,NONE,NONE,NONE,NONE,NONE
8770,190.88,5,Male,Male-Mid,Hoodie,Clown Eyes Green,Normal Beard Black,Mole,NONE,NONE,NONE,NONE,Earring
8771,128.87,4,Female,Female-Light,Straight Hair,Classic Shades,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,Earring
8772,159.77,4,Male,Male-Light,Hoodie,Small Shades,Front Beard,NONE,NONE,NONE,Frown,NONE,NONE
8773,96.58,4,Female,Female-Dark,Wild Hair,3D Glasses,NONE,NONE,NONE,Cigarette,NONE,NONE,Earring
8774,122.88,4,Female,Female-Dark,Straight Hair,NONE,NONE,NONE,NONE,Cigarette,Black Lipstick,NONE,Earring
8775,136.11,3,Female,Female-Light,Straight Hair,NONE,NONE,NONE,NONE,Pipe,Black Lipstick,NONE,NONE
8776,129.41,2,Female,Female-Dark,Straight Hair Blonde,Green Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,NONE
8777,99.77,3,Male,Male-Albino,Wild Hair,NONE,Handlebars,NONE,NONE,Cigarette,NONE,NONE,NONE
8778,73.23,3,Male,Male-Albino,Frumpy Hair,Horned Rim Glasses,NONE,NONE,NONE,NONE,NONE,NONE,Earring
8779,245.66,2,Female,Female-Albino,Tiara,Clown Eyes Blue,NONE,NONE,NONE,NONE,NONE,NONE,NONE
8780,281.3,2,Zombie,Zombie,Frumpy Hair,NONE,Shadow Beard,NONE,NONE,NONE,NONE,NONE,NONE
8781,119.65,4,Male,Male-Light,Knitted Cap,Big Shades,Shadow Beard,NONE,NONE,NONE,Frown,NONE,NONE
8782,98.61,2,Female,Female-Mid,Tassle Hat,Classic Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
8783,116.33,4,Male,Male-Dark,Peak Spike,Big Shades,Goat,NONE,NONE,Cigarette,NONE,NONE,NONE
8784,118.61,4,Male,Male-Mid,Cap Forward,Classic Shades,Chinstrap,NONE,NONE,NONE,NONE,NONE,Earring
8785,284.24,3,Male,Male-Dark,Beanie,NONE,Luxurious Beard,NONE,NONE,NONE,NONE,NONE,Earring
8786,109.19,4,Male,Male-Light,Crazy Hair,Regular Shades,NONE,NONE,NONE,NONE,Smile,NONE,Earring
8787,122.81,3,Female,Female-Mid,Blonde Bob,VR,NONE,NONE,NONE,NONE,NONE,NONE,Earring
8788,90.68,3,Male,Male-Light,Bandana,NONE,Front Beard,Mole,NONE,NONE,NONE,NONE,NONE
8789,137.89,3,Male,Male-Mid,Messy Hair,NONE,Normal Beard,NONE,Silver Chain,NONE,NONE,NONE,NONE
8790,113.22,4,Female,Female-Light,Wild Hair,Horned Rim Glasses,NONE,NONE,NONE,Pipe,Black Lipstick,NONE,NONE
8791,182.09,3,Male,Male-Dark,Cowboy Hat,Small Shades,Big Beard,NONE,NONE,NONE,NONE,NONE,NONE
8792,102.27,4,Female,Female-Mid,Stringy Hair,Purple Eye Shadow,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,Earring
8793,110.45,2,Female,Female-Mid,Red Mohawk,Classic Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
8794,106.33,3,Male,Male-Mid,Purple Hair,Horned Rim Glasses,NONE,NONE,NONE,Cigarette,NONE,NONE,NONE
8795,117.44,2,Female,Female-Mid,Blonde Short,NONE,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
8796,103.56,3,Male,Male-Light,Crazy Hair,VR,Muttonchops,NONE,NONE,NONE,NONE,NONE,NONE
8797,145.44,4,Female,Female-Dark,Half Shaved,Clown Eyes Blue,NONE,NONE,NONE,Cigarette,Black Lipstick,NONE,NONE
8798,115.02,3,Male,Male-Dark,Messy Hair,NONE,Front Beard Dark,NONE,NONE,Vape,NONE,NONE,NONE
8799,92.36,2,Male,Male-Dark,Hoodie,NONE,Goat,NONE,NONE,NONE,NONE,NONE,NONE
8800,146.15,3,Female,Female-Albino,Red Mohawk,Purple Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,Earring
8801,149.02,2,Male,Male-Dark,Top Hat,NONE,NONE,NONE,NONE,NONE,Smile,NONE,NONE
8802,153.41,4,Female,Female-Albino,Blonde Bob,Clown Eyes Green,NONE,Mole,NONE,NONE,NONE,NONE,Earring
8803,161.7,3,Male,Male-Mid,Cowboy Hat,NONE,Chinstrap,NONE,NONE,NONE,Frown,NONE,NONE
8804,150.26,3,Female,Female-Dark,Wild White Hair,Big Shades,NONE,NONE,NONE,Vape,NONE,NONE,NONE
8805,281.71,3,Female,Female-Mid,Pilot Helmet,NONE,NONE,NONE,Gold Chain,NONE,Purple Lipstick,NONE,NONE
8806,86.05,3,Male,Male-Dark,Knitted Cap,Small Shades,Shadow Beard,NONE,NONE,NONE,NONE,NONE,NONE
8807,90.94,3,Female,Female-Dark,Cap,Clown Eyes Blue,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
8808,101.8,3,Male,Male-Light,Bandana,VR,Normal Beard Black,NONE,NONE,NONE,NONE,NONE,NONE
8809,124.24,2,Female,Female-Dark,Stringy Hair,NONE,NONE,Rosy Cheeks,NONE,NONE,NONE,NONE,NONE
8810,79,3,Female,Female-Dark,Mohawk Thin,Classic Shades,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
8811,251.76,3,Male,Male-Mid,Vampire Hair,NONE,Handlebars,NONE,NONE,NONE,Buck Teeth,NONE,NONE
8812,93.85,3,Male,Male-Dark,Shaved Head,NONE,NONE,NONE,NONE,NONE,Frown,NONE,Earring
8813,82.69,3,Female,Female-Dark,Cap,Horned Rim Glasses,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
8814,84.64,3,Female,Female-Light,Stringy Hair,Purple Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,Earring
8815,68.33,2,Male,Male-Albino,Stringy Hair,NONE,NONE,Mole,NONE,NONE,NONE,NONE,NONE
8816,78.19,3,Male,Male-Light,Wild Hair,NONE,Normal Beard,NONE,NONE,NONE,NONE,NONE,Earring
8817,79.56,3,Male,Male-Dark,Mohawk Dark,NONE,Normal Beard,NONE,NONE,NONE,NONE,NONE,Earring
8818,121.11,3,Female,Female-Albino,Mohawk,NONE,NONE,NONE,NONE,Medical Mask,NONE,NONE,Earring
8819,110.24,2,Male,Male-Mid,Do-rag,NONE,NONE,NONE,NONE,Medical Mask,NONE,NONE,NONE
8820,75.23,2,Male,Male-Mid,Mohawk Thin,Eye Mask,NONE,NONE,NONE,NONE,NONE,NONE,NONE
8821,112.45,3,Male,Male-Mid,Wild Hair,NONE,Big Beard,NONE,NONE,NONE,NONE,NONE,Earring
8822,126.65,3,Female,Female-Dark,Tassle Hat,3D Glasses,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
8823,98.95,3,Male,Male-Mid,Stringy Hair,Small Shades,Normal Beard Black,NONE,NONE,NONE,NONE,NONE,NONE
8824,90.64,3,Male,Male-Light,Frumpy Hair,Nerd Glasses,Normal Beard,NONE,NONE,NONE,NONE,NONE,NONE
8825,99.4,4,Male,Male-Dark,Mohawk Thin,Nerd Glasses,Luxurious Beard,NONE,NONE,NONE,NONE,NONE,Earring
8826,77.57,2,Male,Male-Mid,Mohawk Thin,NONE,Chinstrap,NONE,NONE,NONE,NONE,NONE,NONE
8827,91.63,3,Male,Male-Light,Wild Hair,NONE,NONE,NONE,NONE,NONE,NONE,Clown Nose,Earring
8828,115.2,3,Male,Male-Mid,Hoodie,Clown Eyes Blue,Normal Beard,NONE,NONE,NONE,NONE,NONE,NONE
8829,107.51,2,Female,Female-Mid,Red Mohawk,NONE,NONE,Mole,NONE,NONE,NONE,NONE,NONE
8830,134.07,4,Male,Male-Dark,Messy Hair,Classic Shades,Goat,NONE,NONE,NONE,Frown,NONE,NONE
8831,108.53,3,Male,Male-Mid,Headband,NONE,Mustache,NONE,NONE,Pipe,NONE,NONE,NONE
8832,89.72,3,Male,Male-Light,Messy Hair,Big Shades,Muttonchops,NONE,NONE,NONE,NONE,NONE,NONE
8833,58.84,2,Male,Male-Light,Messy Hair,Big Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
8834,90.28,3,Male,Male-Dark,Police Cap,NONE,Shadow Beard,NONE,NONE,NONE,NONE,NONE,Earring
8835,88.11,2,Female,Female-Light,Cap,Green Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,NONE
8836,139.34,3,Female,Female-Mid,Straight Hair,Purple Eye Shadow,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
8837,97.74,3,Female,Female-Mid,Headband,Purple Eye Shadow,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
8838,91.1,3,Male,Male-Mid,Knitted Cap,3D Glasses,NONE,Mole,NONE,NONE,NONE,NONE,NONE
8839,129.87,4,Male,Male-Albino,Shaved Head,Classic Shades,Luxurious Beard,NONE,NONE,Cigarette,NONE,NONE,NONE
8840,317.81,3,Male,Male-Mid,Beanie,NONE,Mustache,NONE,NONE,NONE,Frown,NONE,NONE
8841,145.85,3,Female,Female-Albino,Tassle Hat,Blue Eye Shadow,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
8842,238.15,3,Female,Female-Dark,Tiara,Classic Shades,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
8843,78.74,2,Male,Male-Mid,Mohawk,NONE,Front Beard,NONE,NONE,NONE,NONE,NONE,NONE
8844,192.45,5,Male,Male-Light,Fedora,Nerd Glasses,Luxurious Beard,NONE,NONE,Cigarette,NONE,NONE,Earring
8845,95.33,3,Male,Male-Mid,Do-rag,3D Glasses,NONE,NONE,NONE,Cigarette,NONE,NONE,NONE
8846,151.37,3,Female,Female-Mid,Frumpy Hair,NONE,NONE,NONE,Gold Chain,NONE,NONE,Clown Nose,NONE
8847,194.86,3,Female,Female-Light,Orange Side,NONE,NONE,NONE,NONE,Cigarette,Purple Lipstick,NONE,NONE
8848,94.59,3,Male,Male-Dark,Peak Spike,Eye Mask,NONE,NONE,NONE,Cigarette,NONE,NONE,NONE
8849,159.11,3,Female,Female-Light,Pink With Hat,Horned Rim Glasses,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
8850,118.87,3,Female,Female-Light,Blonde Short,NONE,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,Earring
8851,284.69,3,Male,Male-Dark,Beanie,Eye Patch,Shadow Beard,NONE,NONE,NONE,NONE,NONE,NONE
8852,91.61,3,Male,Male-Dark,Stringy Hair,Horned Rim Glasses,Normal Beard Black,NONE,NONE,NONE,NONE,NONE,NONE
8853,130.48,4,Male,Male-Light,Stringy Hair,Regular Shades,Front Beard Dark,NONE,NONE,Pipe,NONE,NONE,NONE
8854,80.35,2,Female,Female-Albino,Knitted Cap,Big Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
8855,95.94,3,Female,Female-Light,Mohawk,NONE,NONE,NONE,NONE,Vape,Hot Lipstick,NONE,NONE
8856,125.23,2,Female,Female-Dark,Blonde Bob,Eye Mask,NONE,NONE,NONE,NONE,NONE,NONE,NONE
8857,295.99,2,Zombie,Zombie,Wild Hair,3D Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
8858,72.19,3,Female,Female-Dark,Bandana,Clown Eyes Green,NONE,NONE,NONE,NONE,NONE,NONE,Earring
8859,97.22,2,Male,Male-Albino,Shaved Head,Eye Mask,NONE,NONE,NONE,NONE,NONE,NONE,NONE
8860,101.62,3,Male,Male-Mid,Hoodie,NONE,Luxurious Beard,NONE,NONE,Cigarette,NONE,NONE,NONE
8861,108.44,4,Male,Male-Light,Mohawk,Small Shades,Chinstrap,NONE,NONE,NONE,NONE,NONE,Earring
8862,182.12,4,Female,Female-Mid,Dark Hair,Big Shades,NONE,NONE,Gold Chain,NONE,Black Lipstick,NONE,NONE
8863,105.61,3,Male,Male-Dark,Mohawk Dark,VR,Chinstrap,NONE,NONE,NONE,NONE,NONE,NONE
8864,132.34,3,Male,Male-Mid,Police Cap,NONE,Goat,NONE,NONE,Pipe,NONE,NONE,NONE
8865,275.73,2,Male,Male-Albino,Beanie,Horned Rim Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
8866,99.89,4,Male,Male-Mid,Wild Hair,Horned Rim Glasses,Luxurious Beard,NONE,NONE,NONE,NONE,NONE,Earring
8867,282,4,Female,Female-Dark,Pink With Hat,NONE,NONE,Rosy Cheeks,NONE,Medical Mask,Purple Lipstick,NONE,NONE
8868,108.87,3,Male,Male-Light,Hoodie,3D Glasses,Shadow Beard,NONE,NONE,NONE,NONE,NONE,NONE
8869,89.48,3,Male,Male-Dark,Bandana,Regular Shades,Muttonchops,NONE,NONE,NONE,NONE,NONE,NONE
8870,226.86,5,Male,Male-Light,Top Hat,Big Shades,Luxurious Beard,NONE,NONE,Cigarette,NONE,NONE,Earring
8871,108.53,4,Male,Male-Light,Stringy Hair,Small Shades,Front Beard,NONE,NONE,NONE,NONE,NONE,Earring
8872,126.52,4,Male,Male-Light,Police Cap,Big Shades,Mustache,NONE,NONE,NONE,NONE,NONE,Earring
8873,152.1,3,Female,Female-Dark,Blonde Short,Purple Eye Shadow,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
8874,98.6,3,Female,Female-Light,Knitted Cap,Purple Eye Shadow,NONE,Mole,NONE,NONE,NONE,NONE,NONE
8875,153.51,3,Male,Male-Mid,Top Hat,NONE,NONE,NONE,NONE,Cigarette,Frown,NONE,NONE
8876,61.93,3,Male,Male-Light,Mohawk Thin,Horned Rim Glasses,NONE,NONE,NONE,NONE,NONE,NONE,Earring
8877,111.91,3,Male,Male-Mid,Hoodie,Regular Shades,Handlebars,NONE,NONE,NONE,NONE,NONE,NONE
8878,94.41,3,Male,Male-Albino,Bandana,NONE,Normal Beard,NONE,NONE,Cigarette,NONE,NONE,NONE
8879,95.08,3,Male,Male-Light,Crazy Hair,Classic Shades,Mustache,NONE,NONE,NONE,NONE,NONE,NONE
8880,128.92,2,Female,Female-Light,Half Shaved,Purple Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,NONE
8881,182.42,3,Male,Male-Mid,Top Hat,Eye Patch,NONE,NONE,NONE,Medical Mask,NONE,NONE,NONE
8882,210.75,4,Male,Male-Dark,Stringy Hair,NONE,Chinstrap,NONE,NONE,NONE,Buck Teeth,NONE,Earring
8883,91.38,3,Female,Female-Dark,Messy Hair,Eye Mask,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
8884,308.16,4,Female,Female-Mid,Pilot Helmet,NONE,NONE,Rosy Cheeks,NONE,NONE,Purple Lipstick,NONE,Earring
8885,95.98,3,Female,Female-Mid,Stringy Hair,Blue Eye Shadow,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
8886,262.71,4,Female,Female-Light,Tiara,Purple Eye Shadow,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,Earring
8887,138.56,4,Female,Female-Dark,Straight Hair Blonde,Horned Rim Glasses,NONE,NONE,NONE,Cigarette,Purple Lipstick,NONE,NONE
8888,125.23,2,Female,Female-Dark,Red Mohawk,Eye Mask,NONE,NONE,NONE,NONE,NONE,NONE,NONE
8889,238.86,5,Male,Male-Dark,Peak Spike,Classic Shades,Luxurious Beard,NONE,NONE,Vape,Smile,NONE,NONE
8890,100.59,2,Female,Female-Light,Tassle Hat,Eye Patch,NONE,NONE,NONE,NONE,NONE,NONE,NONE
8891,125.27,2,Female,Female-Dark,Frumpy Hair,NONE,NONE,Rosy Cheeks,NONE,NONE,NONE,NONE,NONE
8892,109.08,3,Male,Male-Light,Do-rag,Small Shades,Muttonchops,NONE,NONE,NONE,NONE,NONE,NONE
8893,86.8,3,Female,Female-Mid,Messy Hair,VR,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
8894,58.06,2,Male,Male-Light,Mohawk,NONE,NONE,Mole,NONE,NONE,NONE,NONE,NONE
8895,82.72,3,Female,Female-Mid,Messy Hair,Clown Eyes Blue,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
8896,148.67,4,Female,Female-Mid,Wild White Hair,Clown Eyes Green,NONE,NONE,NONE,Cigarette,Hot Lipstick,NONE,NONE
8897,92.55,3,Male,Male-Mid,Mohawk Dark,Big Shades,Normal Beard,NONE,NONE,NONE,NONE,NONE,NONE
8898,155.05,3,Male,Male-Dark,Top Hat,Nerd Glasses,Goat,NONE,NONE,NONE,NONE,NONE,NONE
8899,201.26,3,Male,Male-Mid,Stringy Hair,3D Glasses,NONE,NONE,NONE,NONE,Buck Teeth,NONE,NONE
8900,187.19,2,Male,Male-Light,Cap Forward,NONE,NONE,NONE,NONE,NONE,Buck Teeth,NONE,NONE
8901,82.92,3,Male,Male-Mid,Mohawk Dark,NONE,Handlebars,NONE,NONE,NONE,NONE,NONE,Earring
8902,118.24,2,Male,Male-Mid,NONE,Small Shades,Normal Beard,NONE,NONE,NONE,NONE,NONE,NONE
8903,61.02,3,Female,Female-Mid,Bandana,NONE,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,Earring
8904,170.1,4,Female,Female-Light,Cap,Purple Eye Shadow,NONE,NONE,NONE,Pipe,NONE,Clown Nose,NONE
8905,84.76,3,Female,Female-Mid,Wild Hair,Clown Eyes Blue,NONE,Mole,NONE,NONE,NONE,NONE,NONE
8906,172.82,3,Female,Female-Mid,Stringy Hair,Welding Goggles,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
8907,148.61,3,Female,Female-Mid,Pink With Hat,Horned Rim Glasses,NONE,NONE,NONE,NONE,NONE,NONE,Earring
8908,147.54,4,Male,Male-Light,Mohawk Thin,Small Shades,Front Beard,NONE,NONE,NONE,Smile,NONE,NONE
8909,339.73,3,Zombie,Zombie,Police Cap,Regular Shades,Luxurious Beard,NONE,NONE,NONE,NONE,NONE,NONE
8910,85.16,2,Male,Male-Light,Police Cap,Nerd Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
8911,92.96,3,Male,Male-Dark,Mohawk Dark,Big Shades,Normal Beard,NONE,NONE,NONE,NONE,NONE,NONE
8912,142.77,3,Female,Female-Light,Wild Blonde,Purple Eye Shadow,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
8913,105.14,2,Male,Male-Mid,Vampire Hair,Big Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
8914,95.07,3,Male,Male-Light,Headband,Big Shades,Chinstrap,NONE,NONE,NONE,NONE,NONE,NONE
8915,69.65,3,Male,Male-Light,Frumpy Hair,Small Shades,NONE,NONE,NONE,NONE,NONE,NONE,Earring
8916,176.23,3,Female,Female-Dark,Pigtails,Purple Eye Shadow,NONE,NONE,NONE,Cigarette,NONE,NONE,NONE
8917,116.99,3,Female,Female-Dark,Headband,NONE,NONE,NONE,Gold Chain,Cigarette,NONE,NONE,NONE
8918,105.14,4,Male,Male-Light,Stringy Hair,Nerd Glasses,NONE,NONE,NONE,NONE,Smile,NONE,Earring
8919,87.75,3,Male,Male-Dark,Do-rag,Big Shades,Shadow Beard,NONE,NONE,NONE,NONE,NONE,NONE
8920,206.91,4,Male,Male-Dark,Stringy Hair,Clown Eyes Green,NONE,NONE,NONE,Cigarette,Buck Teeth,NONE,NONE
8921,135.52,4,Male,Male-Mid,Police Cap,Nerd Glasses,Front Beard Dark,NONE,NONE,Cigarette,NONE,NONE,NONE
8922,96.67,2,Female,Female-Dark,NONE,Classic Shades,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
8923,78.23,2,Female,Female-Albino,Messy Hair,Horned Rim Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
8924,80.32,3,Female,Female-Light,Headband,Horned Rim Glasses,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
8925,124.55,4,Male,Male-Mid,Do-rag,Horned Rim Glasses,NONE,NONE,NONE,Cigarette,Smile,NONE,NONE
8926,99.64,3,Male,Male-Dark,Bandana,Classic Shades,NONE,NONE,NONE,NONE,Smile,NONE,NONE
8927,104.81,2,Male,Male-Light,Bandana,NONE,NONE,NONE,Silver Chain,NONE,NONE,NONE,NONE
8928,106.3,2,Female,Female-Mid,NONE,VR,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
8929,178.11,5,Male,Male-Mid,Do-rag,Big Shades,Normal Beard Black,Mole,NONE,NONE,NONE,NONE,Earring
8930,71.18,3,Male,Male-Light,Crazy Hair,Small Shades,NONE,NONE,NONE,NONE,NONE,NONE,Earring
8931,135.47,4,Male,Male-Mid,Do-rag,Small Shades,Shadow Beard,NONE,NONE,Vape,NONE,NONE,NONE
8932,137.14,4,Female,Female-Dark,Half Shaved,Clown Eyes Blue,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,Earring
8933,119.3,2,Female,Female-Light,Dark Hair,NONE,NONE,NONE,NONE,Pipe,NONE,NONE,NONE
8934,117.24,3,Male,Male-Light,Police Cap,Horned Rim Glasses,Muttonchops,NONE,NONE,NONE,NONE,NONE,NONE
8935,124.01,3,Male,Male-Light,Fedora,NONE,NONE,NONE,NONE,Cigarette,Smile,NONE,NONE
8936,105.51,3,Female,Female-Mid,Wild Hair,NONE,NONE,NONE,NONE,Medical Mask,NONE,NONE,Earring
8937,76.48,3,Female,Female-Light,Frumpy Hair,Horned Rim Glasses,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
8938,78.67,2,Male,Male-Light,Bandana,NONE,Front Beard Dark,NONE,NONE,NONE,NONE,NONE,NONE
8939,141.39,3,Female,Female-Light,Straight Hair,Purple Eye Shadow,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
8940,128.73,3,Male,Male-Dark,Shaved Head,NONE,Chinstrap,NONE,NONE,NONE,Smile,NONE,NONE
8941,78.77,2,Male,Male-Light,Headband,NONE,Mustache,NONE,NONE,NONE,NONE,NONE,NONE
8942,81.7,2,Female,Female-Mid,Stringy Hair,Blue Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,NONE
8943,103.16,3,Male,Male-Mid,Mohawk Dark,Small Shades,NONE,NONE,NONE,Vape,NONE,NONE,NONE
8944,75.56,3,Female,Female-Dark,Crazy Hair,Clown Eyes Green,NONE,NONE,NONE,NONE,NONE,NONE,Earring
8945,60.86,3,Male,Male-Mid,Mohawk Dark,NONE,NONE,Mole,NONE,NONE,NONE,NONE,Earring
8946,119.21,2,Male,Male-Dark,Bandana,NONE,NONE,Rosy Cheeks,NONE,NONE,NONE,NONE,NONE
