Id,Rarity Score,Attribute Count,Punk Type,Full Type,Hair,Eyes,Facial Hair,Blemishes,Neck Accessory,Mouth Prop,Mouth,Nose,Ears
2614,126.98,3,Male,Male-Dark,Police Cap,Clown Eyes Blue,Luxurious Beard,NONE,NONE,NONE,NONE,NONE,NONE
2615,79.1,3,Male,Male-Albino,Cap,Big Shades,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2616,92.76,2,Male,Male-Mid,Hoodie,NONE,Mustache,NONE,NONE,NONE,NONE,NONE,NONE
2617,95.94,3,Female,Female-Light,Mohawk Thin,NONE,NONE,NONE,NONE,Vape,Hot Lipstick,NONE,NONE
2618,130.61,3,Female,Female-Dark,Half Shaved,Clown Eyes Green,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
2619,167.26,5,Male,Male-Light,Knitted Cap,Horned Rim Glasses,Front Beard Dark,NONE,NONE,Cigarette,NONE,NONE,Earring
2620,107.87,3,Male,Male-Light,Wild Hair,3D Glasses,Normal Beard,NONE,NONE,NONE,NONE,NONE,NONE
2621,175.07,2,Female,Female-Light,Orange Side,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2622,139.6,3,Female,Female-Light,Messy Hair,Blue Eye Shadow,NONE,NONE,Gold Chain,NONE,NONE,NONE,NONE
2623,136.19,4,Female,Female-Dark,Wild White Hair,Big Shades,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,Earring
2624,110.15,3,Female,Female-Light,Wild White Hair,NONE,NONE,NONE,NONE,Cigarette,NONE,NONE,Earring
2625,104.98,3,Male,Male-Albino,Messy Hair,Regular Shades,Front Beard,NONE,NONE,NONE,NONE,NONE,NONE
2626,143.56,2,Female,Female-Light,Pink With Hat,NONE,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
2627,77.42,2,Female,Female-Mid,Bandana,Eye Mask,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2628,77.11,3,Female,Female-Light,Frumpy Hair,Nerd Glasses,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
2629,64.75,3,Female,Female-Mid,Mohawk,NONE,NONE,NONE,NONE,NONE,Black Lipstick,NONE,Earring
2630,60.02,2,Male,Male-Mid,Frumpy Hair,Regular Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2631,149.27,3,Male,Male-Dark,Police Cap,Horned Rim Glasses,NONE,NONE,Silver Chain,NONE,NONE,NONE,NONE
2632,113.99,4,Male,Male-Albino,Mohawk Dark,NONE,NONE,Mole,NONE,NONE,Frown,NONE,Earring
2633,76.43,2,Male,Male-Dark,Hoodie,Regular Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2634,107.22,2,Female,Female-Light,Red Mohawk,NONE,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
2635,77.2,2,Male,Male-Dark,Frumpy Hair,NONE,Mustache,NONE,NONE,NONE,NONE,NONE,NONE
2636,94.97,2,Male,Male-Light,Do-rag,NONE,NONE,NONE,NONE,NONE,Smile,NONE,NONE
2637,115.06,2,Male,Male-Dark,Purple Hair,NONE,Normal Beard Black,NONE,NONE,NONE,NONE,NONE,NONE
2638,70.33,2,Female,Female-Albino,Bandana,NONE,NONE,NONE,NONE,Cigarette,NONE,NONE,NONE
2639,201.35,5,Male,Male-Mid,Bandana,Classic Shades,Shadow Beard,NONE,NONE,Pipe,Frown,NONE,NONE
2640,85.27,3,Male,Male-Albino,Shaved Head,NONE,Shadow Beard,NONE,NONE,NONE,NONE,NONE,Earring
2641,124.33,3,Male,Male-Dark,Cowboy Hat,Small Shades,NONE,NONE,NONE,Cigarette,NONE,NONE,NONE
2642,102.22,4,Male,Male-Dark,Frumpy Hair,Big Shades,Front Beard,NONE,NONE,NONE,NONE,NONE,Earring
2643,157.08,3,Female,Female-Mid,Pigtails,Clown Eyes Blue,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2644,120.21,3,Male,Male-Light,Mohawk,NONE,Handlebars,NONE,NONE,NONE,Smile,NONE,NONE
2645,142.74,3,Female,Female-Albino,Wild White Hair,Regular Shades,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
2646,199.33,1,Female,Female-Mid,Orange Side,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2647,75.06,2,Male,Male-Mid,Frumpy Hair,NONE,Muttonchops,NONE,NONE,NONE,NONE,NONE,NONE
2648,96.99,3,Male,Male-Dark,Messy Hair,NONE,Shadow Beard,NONE,NONE,NONE,Frown,NONE,NONE
2649,129.41,2,Female,Female-Dark,Wild Blonde,Green Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2650,166.5,4,Male,Male-Dark,Cap,Big Shades,Mustache,NONE,Silver Chain,NONE,NONE,NONE,NONE
2651,91.3,3,Female,Female-Albino,Messy Hair,Nerd Glasses,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
2652,72.71,3,Female,Female-Mid,Bandana,NONE,NONE,Mole,NONE,NONE,Hot Lipstick,NONE,NONE
2653,125.24,4,Male,Male-Albino,Do-rag,Horned Rim Glasses,Handlebars,NONE,NONE,NONE,NONE,NONE,Earring
2654,126.21,3,Female,Female-Albino,Straight Hair Dark,Big Shades,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2655,133.79,3,Male,Male-Mid,Shaved Head,NONE,Chinstrap,NONE,NONE,NONE,NONE,Clown Nose,NONE
2656,125.74,1,Male,Male-Dark,NONE,NONE,Handlebars,NONE,NONE,NONE,NONE,NONE,NONE
2657,265.74,5,Male,Male-Light,Fedora,Regular Shades,NONE,NONE,NONE,Pipe,Smile,Clown Nose,NONE
2658,141.36,3,Female,Female-Light,Red Mohawk,Purple Eye Shadow,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
2659,103.67,4,Female,Female-Mid,Stringy Hair,Purple Eye Shadow,NONE,Mole,NONE,NONE,NONE,NONE,Earring
2660,118.69,2,Female,Female-Dark,Straight Hair Blonde,Clown Eyes Green,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2661,61.71,3,Male,Male-Mid,Crazy Hair,NONE,NONE,Mole,NONE,NONE,NONE,NONE,Earring
2662,96.68,3,Male,Male-Dark,Mohawk Dark,Eye Patch,Luxurious Beard,NONE,NONE,NONE,NONE,NONE,NONE
2663,59.91,2,Male,Male-Dark,Wild Hair,Horned Rim Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2664,146.49,3,Female,Female-Light,Wild White Hair,Green Eye Shadow,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
2665,101.14,2,Male,Male-Dark,Purple Hair,Eye Patch,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2666,66.09,2,Male,Male-Dark,Bandana,Small Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2667,66.28,3,Male,Male-Albino,Frumpy Hair,NONE,NONE,NONE,NONE,Cigarette,NONE,NONE,Earring
2668,79.66,3,Male,Male-Light,Frumpy Hair,NONE,Chinstrap,NONE,NONE,NONE,NONE,NONE,Earring
2669,88.21,2,Male,Male-Light,Shaved Head,NONE,Chinstrap,NONE,NONE,NONE,NONE,NONE,NONE
2670,62.08,3,Male,Male-Light,Stringy Hair,Classic Shades,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2671,69.51,2,Male,Male-Mid,Headband,Small Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2672,157.41,4,Male,Male-Dark,Purple Hair,NONE,Muttonchops,NONE,NONE,NONE,Frown,NONE,Earring
2673,125.76,4,Male,Male-Light,Frumpy Hair,Horned Rim Glasses,Muttonchops,NONE,NONE,Pipe,NONE,NONE,NONE
2674,80.57,2,Male,Male-Mid,Mohawk Thin,NONE,Front Beard Dark,NONE,NONE,NONE,NONE,NONE,NONE
2675,95.25,3,Female,Female-Light,Stringy Hair,Blue Eye Shadow,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
2676,234.65,1,Female,Female-Dark,Tiara,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2677,59.68,2,Male,Male-Dark,Knitted Cap,NONE,NONE,Mole,NONE,NONE,NONE,NONE,NONE
2678,203.1,3,Male,Male-Dark,Wild Hair,NONE,Normal Beard Black,NONE,NONE,NONE,Buck Teeth,NONE,NONE
2679,86.66,2,Male,Male-Mid,Shaved Head,NONE,Goat,NONE,NONE,NONE,NONE,NONE,NONE
2680,392.55,4,Female,Female-Light,Pink With Hat,Purple Eye Shadow,NONE,NONE,Choker,NONE,Black Lipstick,NONE,NONE
2681,293.19,2,Zombie,Zombie,Cap,Clown Eyes Blue,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2682,116.85,2,Female,Female-Mid,Tassle Hat,Purple Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2683,90.9,2,Male,Male-Mid,Peak Spike,NONE,Front Beard Dark,NONE,NONE,NONE,NONE,NONE,NONE
2684,120.88,2,Male,Male-Dark,Vampire Hair,NONE,Muttonchops,NONE,NONE,NONE,NONE,NONE,NONE
2685,114.63,2,Male,Male-Light,Purple Hair,NONE,Normal Beard Black,NONE,NONE,NONE,NONE,NONE,NONE
2686,116.57,2,Female,Female-Mid,Blonde Bob,Clown Eyes Blue,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2687,109.74,4,Male,Male-Light,Bandana,Big Shades,Mustache,Mole,NONE,NONE,NONE,NONE,NONE
2688,145.53,4,Male,Male-Dark,Vampire Hair,Regular Shades,Normal Beard,NONE,NONE,NONE,NONE,NONE,Earring
2689,97.41,2,Male,Male-Light,NONE,NONE,Normal Beard Black,NONE,NONE,NONE,NONE,NONE,Earring
2690,165.93,2,Female,Female-Dark,Pink With Hat,Blue Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2691,102.82,3,Male,Male-Dark,Knitted Cap,NONE,Shadow Beard,NONE,NONE,NONE,Smile,NONE,NONE
2692,115.06,4,Female,Female-Mid,Wild Hair,Eye Patch,NONE,NONE,NONE,Pipe,Purple Lipstick,NONE,NONE
2693,84.26,2,Male,Male-Light,Frumpy Hair,NONE,NONE,NONE,NONE,NONE,Smile,NONE,NONE
2694,82.84,3,Male,Male-Dark,Wild Hair,NONE,Front Beard Dark,NONE,NONE,NONE,NONE,NONE,Earring
2695,110.69,3,Male,Male-Mid,Do-rag,Small Shades,Normal Beard Black,NONE,NONE,NONE,NONE,NONE,NONE
2696,78.06,3,Female,Female-Dark,Mohawk,Regular Shades,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
2697,144.48,3,Female,Female-Albino,Straight Hair,Clown Eyes Green,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
2698,301.79,2,Female,Female-Mid,Straight Hair Blonde,NONE,NONE,NONE,Choker,NONE,NONE,NONE,NONE
2699,99.56,2,Male,Male-Albino,Shaved Head,NONE,Chinstrap,NONE,NONE,NONE,NONE,NONE,NONE
2700,91.57,3,Female,Female-Albino,Messy Hair,Big Shades,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
2701,112.64,4,Male,Male-Light,Peak Spike,Horned Rim Glasses,NONE,NONE,NONE,Vape,NONE,NONE,Earring
2702,79.37,3,Male,Male-Mid,Wild Hair,Eye Patch,Shadow Beard,NONE,NONE,NONE,NONE,NONE,NONE
2703,164.67,2,Female,Female-Mid,Pink With Hat,Green Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2704,187.24,3,Female,Female-Albino,Cap,NONE,NONE,NONE,Silver Chain,Medical Mask,NONE,NONE,NONE
2705,207.38,2,Female,Female-Dark,Blonde Bob,Welding Goggles,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2706,106.76,2,Female,Female-Light,Straight Hair Dark,NONE,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
2707,86.88,3,Female,Female-Mid,Headband,Blue Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2708,264.73,2,Zombie,Zombie,Bandana,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2709,60.18,2,Male,Male-Mid,Messy Hair,NONE,Shadow Beard,NONE,NONE,NONE,NONE,NONE,NONE
2710,111.48,3,Female,Female-Dark,Straight Hair Dark,Horned Rim Glasses,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2711,889.37,2,Ape,Ape,Cap Forward,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2712,128.12,2,Female,Female-Light,Mohawk Dark,NONE,NONE,Spots,NONE,NONE,NONE,NONE,NONE
2713,116.71,2,Female,Female-Light,Blonde Short,NONE,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
2714,63.87,2,Female,Female-Albino,Bandana,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2715,194.93,4,Male,Male-Mid,NONE,NONE,Luxurious Beard,NONE,NONE,Medical Mask,Frown,NONE,Earring
2716,131.13,3,Female,Female-Dark,Straight Hair Blonde,Clown Eyes Green,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
2717,224.16,2,Female,Female-Mid,Pilot Helmet,NONE,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
2718,123.19,3,Male,Male-Dark,Cap,NONE,Front Beard Dark,NONE,NONE,NONE,Frown,NONE,NONE
2719,77.26,2,Male,Male-Mid,Wild Hair,NONE,Chinstrap,NONE,NONE,NONE,NONE,NONE,NONE
2720,76.45,3,Male,Male-Mid,Messy Hair,Eye Mask,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2721,170.46,4,Female,Female-Mid,Straight Hair,Eye Mask,NONE,NONE,NONE,Pipe,Hot Lipstick,NONE,NONE
2722,74.79,2,Male,Male-Light,Wild Hair,NONE,Muttonchops,NONE,NONE,NONE,NONE,NONE,NONE
2723,117.44,3,Female,Female-Dark,Wild White Hair,Big Shades,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2724,79.05,2,Male,Male-Mid,Stringy Hair,NONE,Handlebars,NONE,NONE,NONE,NONE,NONE,NONE
2725,202.48,2,Female,Female-Mid,Dark Hair,Welding Goggles,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2726,139.03,4,Male,Male-Light,Fedora,Small Shades,Luxurious Beard,NONE,NONE,NONE,NONE,NONE,Earring
2727,119.4,3,Male,Male-Albino,Shaved Head,Classic Shades,NONE,NONE,NONE,NONE,Frown,NONE,NONE
2728,99.6,4,Male,Male-Light,Stringy Hair,Horned Rim Glasses,Chinstrap,NONE,NONE,NONE,NONE,NONE,Earring
2729,126.95,2,Male,Male-Mid,Cowboy Hat,NONE,NONE,NONE,NONE,Vape,NONE,NONE,NONE
2730,120.47,2,Female,Female-Albino,Dark Hair,Regular Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2731,148.17,4,Female,Female-Mid,Straight Hair Dark,NONE,NONE,NONE,NONE,Vape,Hot Lipstick,NONE,Earring
2732,105.92,3,Male,Male-Mid,Do-rag,Eye Patch,Normal Beard Black,NONE,NONE,NONE,NONE,NONE,NONE
2733,88.64,2,Male,Male-Dark,Shaved Head,NONE,Chinstrap,NONE,NONE,NONE,NONE,NONE,NONE
2734,116.68,2,Female,Female-Dark,Straight Hair Dark,Clown Eyes Blue,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2735,97.2,3,Female,Female-Mid,Crazy Hair,NONE,NONE,NONE,NONE,Vape,Hot Lipstick,NONE,NONE
2736,97.45,2,Female,Female-Light,Wild Blonde,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2737,99.89,4,Male,Male-Mid,Wild Hair,Big Shades,Luxurious Beard,NONE,NONE,NONE,NONE,NONE,Earring
2738,75.23,3,Male,Male-Dark,Stringy Hair,Clown Eyes Green,NONE,NONE,NONE,Cigarette,NONE,NONE,NONE
2739,103.64,4,Male,Male-Dark,Cap,NONE,Goat,Mole,NONE,NONE,NONE,NONE,Earring
2740,166.18,3,Female,Female-Light,Straight Hair Blonde,NONE,NONE,NONE,Gold Chain,NONE,Purple Lipstick,NONE,NONE
2741,187.61,2,Female,Female-Dark,Orange Side,Nerd Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2742,146.59,4,Female,Female-Dark,Wild White Hair,Eye Patch,NONE,NONE,NONE,Cigarette,Black Lipstick,NONE,NONE
2743,138.62,3,Female,Female-Albino,Straight Hair Dark,Regular Shades,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
2744,84.86,3,Male,Male-Dark,Mohawk,Small Shades,Shadow Beard,NONE,NONE,NONE,NONE,NONE,NONE
2745,136.18,4,Male,Male-Light,Peak Spike,Nerd Glasses,Normal Beard,NONE,NONE,Pipe,NONE,NONE,NONE
2746,59.22,2,Male,Male-Mid,Mohawk Dark,Nerd Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2747,145.17,3,Male,Male-Dark,Purple Hair,NONE,Luxurious Beard,NONE,NONE,Pipe,NONE,NONE,NONE
2748,143.48,2,Male,Male-Mid,Top Hat,NONE,NONE,NONE,NONE,Vape,NONE,NONE,NONE
2749,61.75,2,Male,Male-Mid,Headband,Big Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2750,89.54,3,Male,Male-Dark,Cap Forward,Nerd Glasses,NONE,Mole,NONE,NONE,NONE,NONE,NONE
2751,131.07,3,Female,Female-Light,Blonde Bob,Purple Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2752,67.24,2,Male,Male-Light,Wild Hair,Small Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2753,166.91,4,Male,Male-Light,Police Cap,Eye Mask,NONE,NONE,Gold Chain,NONE,NONE,NONE,Earring
2754,71.15,3,Female,Female-Mid,Frumpy Hair,NONE,NONE,NONE,NONE,Cigarette,Black Lipstick,NONE,NONE
2755,89.75,3,Female,Female-Mid,Messy Hair,Green Eye Shadow,NONE,NONE,NONE,Cigarette,NONE,NONE,NONE
2756,85,3,Female,Female-Dark,Mohawk Dark,Clown Eyes Green,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
2757,104.11,3,Male,Male-Dark,Headband,NONE,NONE,NONE,NONE,Medical Mask,NONE,NONE,Earring
2758,93,3,Male,Male-Dark,Cap Forward,Clown Eyes Green,NONE,NONE,NONE,Cigarette,NONE,NONE,NONE
2759,252.75,1,Female,Female-Albino,Pilot Helmet,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2760,167.05,2,Female,Female-Dark,Pigtails,Blue Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2761,165.67,3,Female,Female-Dark,Straight Hair Dark,Nerd Glasses,NONE,NONE,Gold Chain,NONE,NONE,NONE,NONE
2762,117.37,2,Male,Male-Mid,Do-rag,NONE,NONE,NONE,Silver Chain,NONE,NONE,NONE,NONE
2763,122.75,3,Male,Male-Dark,Cap,NONE,Handlebars,NONE,NONE,NONE,Frown,NONE,NONE
2764,94.61,3,Male,Male-Mid,Wild Hair,Eye Patch,Normal Beard,NONE,NONE,NONE,NONE,NONE,NONE
2765,92.22,2,Male,Male-Dark,Cap Forward,NONE,Muttonchops,NONE,NONE,NONE,NONE,NONE,NONE
2766,143.35,3,Male,Male-Light,Police Cap,VR,NONE,NONE,NONE,NONE,NONE,Clown Nose,NONE
2767,147.17,3,Male,Male-Mid,Do-rag,Regular Shades,NONE,Rosy Cheeks,NONE,NONE,NONE,NONE,NONE
2768,104.2,1,Male,Male-Dark,NONE,Nerd Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2769,85.79,3,Male,Male-Mid,Peak Spike,Nerd Glasses,Shadow Beard,NONE,NONE,NONE,NONE,NONE,NONE
2770,85.67,3,Male,Male-Light,Mohawk Thin,NONE,Luxurious Beard,NONE,NONE,Cigarette,NONE,NONE,NONE
2771,62.17,2,Male,Male-Dark,Mohawk Dark,NONE,Shadow Beard,NONE,NONE,NONE,NONE,NONE,NONE
2772,91.53,4,Female,Female-Light,Bandana,Clown Eyes Green,NONE,NONE,NONE,NONE,Black Lipstick,NONE,Earring
2773,99.57,2,Male,Male-Light,Mohawk,NONE,NONE,NONE,NONE,Medical Mask,NONE,NONE,NONE
2774,59.65,3,Male,Male-Light,Stringy Hair,Nerd Glasses,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2775,52.42,2,Female,Female-Mid,Headband,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2776,125.35,3,Male,Male-Mid,Mohawk,NONE,NONE,Spots,NONE,NONE,NONE,NONE,Earring
2777,110.75,3,Male,Male-Dark,Shaved Head,Small Shades,Normal Beard,NONE,NONE,NONE,NONE,NONE,NONE
2778,93.78,3,Male,Male-Dark,Messy Hair,Big Shades,Front Beard,NONE,NONE,NONE,NONE,NONE,NONE
2779,82.23,3,Male,Male-Mid,Frumpy Hair,NONE,Handlebars,NONE,NONE,NONE,NONE,NONE,Earring
2780,62.21,3,Male,Male-Mid,Crazy Hair,Nerd Glasses,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2781,125.5,2,Female,Female-Mid,Red Mohawk,3D Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2782,77.93,3,Female,Female-Dark,Stringy Hair,Classic Shades,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
2783,59.23,2,Male,Male-Mid,Bandana,NONE,Shadow Beard,NONE,NONE,NONE,NONE,NONE,NONE
2784,101.51,3,Male,Male-Dark,Crazy Hair,Clown Eyes Blue,Normal Beard Black,NONE,NONE,NONE,NONE,NONE,NONE
2785,96.1,3,Male,Male-Mid,Knitted Cap,Eye Patch,Normal Beard,NONE,NONE,NONE,NONE,NONE,NONE
2786,74.08,4,Male,Male-Mid,Bandana,Horned Rim Glasses,NONE,NONE,NONE,Cigarette,NONE,NONE,Earring
2787,86.14,3,Female,Female-Mid,Mohawk Dark,Purple Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2788,125.43,4,Male,Male-Mid,Do-rag,Classic Shades,Front Beard,Mole,NONE,NONE,NONE,NONE,NONE
2789,122.02,3,Male,Male-Light,Vampire Hair,Horned Rim Glasses,Shadow Beard,NONE,NONE,NONE,NONE,NONE,NONE
2790,76.47,2,Male,Male-Dark,Wild Hair,NONE,Normal Beard,NONE,NONE,NONE,NONE,NONE,NONE
2791,80.55,2,Male,Male-Dark,Mohawk Thin,NONE,Handlebars,NONE,NONE,NONE,NONE,NONE,NONE
2792,168.24,3,Female,Female-Dark,Straight Hair,NONE,NONE,NONE,Silver Chain,NONE,Purple Lipstick,NONE,NONE
2793,163.07,3,Female,Female-Mid,Blonde Short,Nerd Glasses,NONE,NONE,NONE,NONE,NONE,Clown Nose,NONE
2794,83.73,3,Male,Male-Light,Messy Hair,3D Glasses,NONE,NONE,NONE,Cigarette,NONE,NONE,NONE
2795,205.29,3,Female,Female-Mid,Wild Blonde,Green Eye Shadow,NONE,Rosy Cheeks,NONE,NONE,NONE,NONE,NONE
2796,87.42,3,Male,Male-Dark,Peak Spike,Horned Rim Glasses,Shadow Beard,NONE,NONE,NONE,NONE,NONE,NONE
2797,91.55,3,Male,Male-Light,Mohawk Thin,Horned Rim Glasses,Goat,NONE,NONE,NONE,NONE,NONE,NONE
2798,82.06,3,Male,Male-Dark,Cap Forward,Eye Patch,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2799,81.01,3,Female,Female-Albino,Wild Hair,Horned Rim Glasses,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2800,199.9,1,Female,Female-Dark,Orange Side,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2801,67.04,2,Male,Male-Dark,Messy Hair,Small Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2802,59.13,2,Male,Male-Dark,Stringy Hair,Big Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2803,95.02,3,Male,Male-Dark,Knitted Cap,Regular Shades,Chinstrap,NONE,NONE,NONE,NONE,NONE,NONE
2804,148.2,3,Male,Male-Mid,Shaved Head,Nerd Glasses,NONE,Spots,NONE,NONE,NONE,NONE,NONE
2805,104.57,2,Male,Male-Dark,Police Cap,NONE,Chinstrap,NONE,NONE,NONE,NONE,NONE,NONE
2806,113.92,2,Male,Male-Light,Purple Hair,NONE,Goat,NONE,NONE,NONE,NONE,NONE,NONE
2807,101.68,4,Female,Female-Dark,Cap,VR,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,Earring
2808,63.41,2,Female,Female-Dark,Knitted Cap,NONE,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
2809,76.99,2,Male,Male-Mid,Mohawk Dark,NONE,Normal Beard,NONE,NONE,NONE,NONE,NONE,NONE
2810,69.23,2,Male,Male-Light,Do-rag,Nerd Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2811,131.47,3,Female,Female-Mid,Wild Blonde,Clown Eyes Green,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
2812,103,3,Female,Female-Dark,Cap,NONE,NONE,NONE,NONE,Vape,Purple Lipstick,NONE,NONE
2813,116.16,2,Female,Female-Dark,Blonde Short,NONE,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
2814,149.2,4,Female,Female-Dark,Half Shaved,NONE,NONE,NONE,NONE,Vape,Hot Lipstick,NONE,Earring
2815,127.33,4,Female,Female-Light,Straight Hair,Nerd Glasses,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,Earring
2816,161.89,3,Female,Female-Light,Straight Hair Dark,Clown Eyes Blue,NONE,NONE,NONE,NONE,NONE,Clown Nose,NONE
2817,98.02,3,Female,Female-Albino,Messy Hair,Clown Eyes Blue,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
2818,78.2,3,Male,Male-Dark,Stringy Hair,NONE,Normal Beard Black,NONE,NONE,NONE,NONE,NONE,Earring
2819,157.72,4,Male,Male-Light,Vampire Hair,Horned Rim Glasses,Chinstrap,Mole,NONE,NONE,NONE,NONE,NONE
2820,107.44,3,Male,Male-Dark,Bandana,3D Glasses,Luxurious Beard,NONE,NONE,NONE,NONE,NONE,NONE
2821,49.95,2,Female,Female-Dark,Stringy Hair,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2822,82.27,2,Female,Female-Mid,Stringy Hair,Purple Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2823,87.57,2,Male,Male-Dark,Hoodie,VR,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2824,89.36,2,Male,Male-Albino,Knitted Cap,NONE,Mustache,NONE,NONE,NONE,NONE,NONE,NONE
2825,101.55,3,Male,Male-Light,Bandana,Small Shades,Handlebars,NONE,NONE,NONE,NONE,NONE,NONE
2826,77.62,3,Female,Female-Light,Frumpy Hair,VR,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2827,77.89,2,Male,Male-Dark,Fedora,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2828,157.78,3,Female,Female-Dark,Pigtails,Clown Eyes Green,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2829,145.57,3,Female,Female-Albino,Blonde Bob,Blue Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,Earring
2830,87.51,4,Male,Male-Light,Peak Spike,Classic Shades,NONE,NONE,NONE,Cigarette,NONE,NONE,Earring
2831,129.57,3,Female,Female-Dark,Wild White Hair,Big Shades,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
2832,107.99,2,Female,Female-Dark,Straight Hair,Horned Rim Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
2833,137.82,2,Male,Male-Albino,Cowboy Hat,NONE,Front Beard,NONE,NONE,NONE,NONE,NONE,NONE
2834,110.24,2,Male,Male-Dark,Fedora,NONE,Front Beard,NONE,NONE,NONE,NONE,NONE,NONE
